node_id,parent_id,category
224,178,-1
225,186,-1
226,70,-1
227,175,-1
228,167,-1
229,147,-1
230,148,-1
231,125,-1
232,51,-1
233,141,-1
234,170,2824
235,114,-1
236,167,-1
237,100,9999
238,228,-1
239,83,-1
240,225,-1
241,201,-1
242,205,-1
243,211,-1
244,126,-1
245,24,-1
246,90,-1
247,234,-1
248,190,-1
249,65,-1
250,238,-1
251,231,-1
252,174,-1
253,11,-1
254,19,-1
255,198,-1
256,192,7139
257,220,-1
258,34,-1
259,200,-1
260,113,-1
261,72,-1
262,177,-1
263,11,-1
264,241,-1
265,219,-1
266,43,-1
267,72,-1
268,102,-1
269,52,-1
270,195,-1
271,168,-1
272,169,-1
273,157,7004
274,253,-1
275,174,-1
276,264,-1
277,91,-1
278,207,-1
279,258,4969
280,179,-1
281,182,-1
282,110,-1
283,179,-1
284,142,-1
285,156,-1
286,62,-1
287,194,-1
288,42,-1
289,114,-1
290,278,-1
291,146,-1
292,235,-1
293,164,-1
294,5,-1
295,262,-1
296,283,-1
297,224,8203
298,178,-1
299,170,-1
300,297,-1
301,10,-1
302,171,-1
303,14,-1
304,20,-1
305,72,-1
306,129,-1
307,234,-1
308,284,-1
309,229,-1
310,74,-1
311,97,-1
312,61,-1
313,64,-1
314,118,-1
315,225,-1
316,264,-1
317,246,-1
318,88,-1
319,205,-1
320,230,5413
321,253,-1
322,285,-1
323,181,8674
324,177,-1
325,279,-1
326,167,-1
327,277,-1
328,166,-1
329,323,-1
330,99,-1
331,322,6275
332,156,-1
333,41,-1
334,129,-1
335,2,-1
336,23,-1
337,195,-1
338,33,-1
339,172,-1
340,187,-1
341,152,1727
342,107,-1
343,255,-1
344,39,4846
345,41,-1
346,339,-1
347,34,7128
348,17,-1
349,285,-1
350,96,-1
351,124,-1
352,62,-1
353,24,-1
354,151,-1
355,81,-1
356,75,-1
357,238,9915
358,349,-1
359,107,-1
360,280,-1
361,163,-1
362,39,804
363,106,-1
364,267,-1
365,76,-1
366,92,-1
367,164,-1
368,209,-1
369,211,-1
370,94,-1
371,41,-1
372,279,-1
373,9,-1
374,86,-1
375,169,-1
376,251,-1
377,260,-1
378,300,-1
379,289,-1
380,143,9410
381,247,-1
382,63,-1
383,41,-1
384,250,-1
385,116,-1
386,49,-1
387,314,-1
388,41,9726
389,288,7059
390,225,440
391,232,-1
392,281,-1
393,207,-1
394,273,2127
395,107,1246
396,102,-1
397,32,-1
398,106,-1
399,203,-1
400,241,-1
401,391,-1
402,62,-1
403,146,-1
404,299,-1
405,345,-1
406,402,-1
407,67,-1
408,348,-1
409,112,-1
410,256,-1
411,214,-1
412,80,-1
413,229,-1
414,301,-1
415,379,5585
416,360,-1
417,337,-1
418,331,-1
419,149,-1
420,54,-1
421,233,-1
422,30,-1
423,327,-1
424,329,-1
425,128,-1
426,203,-1
427,247,-1
428,408,-1
429,40,-1
430,402,-1
431,129,-1
432,60,-1
433,132,-1
434,216,-1
435,252,-1
436,179,-1
437,16,-1
438,286,-1
439,304,-1
440,44,-1
441,124,-1
442,264,-1
443,82,-1
444,204,2401
445,39,5324
446,178,-1
447,322,-1
448,342,4419
449,422,-1
450,312,-1
451,96,-1
452,241,-1
453,335,-1
454,374,-1
455,183,5683
456,262,-1
457,169,-1
458,81,-1
459,225,-1
460,170,-1
461,370,-1
462,45,-1
463,166,-1
464,140,-1
465,21,-1
466,202,2082
467,336,-1
468,5,-1
469,401,-1
470,142,-1
471,258,-1
472,402,-1
473,447,-1
474,175,-1
475,90,9556
476,66,-1
477,349,-1
478,379,-1
479,342,-1
480,320,-1
481,178,-1
482,380,-1
483,130,-1
484,333,-1
485,396,-1
486,346,-1
487,213,-1
488,266,-1
489,282,-1
490,109,2383
491,329,-1
492,213,-1
493,377,-1
494,343,-1
495,309,5671
496,393,6711
497,67,-1
498,0,-1
499,112,-1
500,324,-1
501,403,-1
502,363,-1
503,355,-1
504,458,-1
505,321,-1
506,178,-1
507,82,-1
508,425,-1
509,214,-1
510,258,-1
511,137,-1
512,134,-1
513,80,8904
514,390,-1
515,333,-1
516,119,1367
517,124,-1
518,506,-1
519,243,-1
520,188,-1
521,89,-1
522,513,-1
523,291,-1
524,421,-1
525,203,-1
526,525,-1
527,369,-1
528,82,-1
529,474,-1
530,288,-1
531,0,-1
532,150,-1
533,313,-1
534,511,-1
535,103,-1
536,527,-1
537,107,-1
538,407,-1
539,345,-1
540,240,-1
541,395,-1
542,359,-1
543,102,-1
544,376,-1
545,354,-1
546,50,-1
547,221,-1
548,292,-1
549,420,3966
550,15,-1
551,132,-1
552,220,-1
553,189,-1
554,412,-1
555,42,-1
556,37,-1
557,435,-1
558,263,-1
559,248,-1
560,161,-1
561,542,-1
562,521,6552
563,351,-1
564,25,-1
565,55,-1
566,177,-1
567,206,-1
568,29,-1
569,367,-1
570,216,-1
571,282,-1
572,374,-1
573,310,-1
574,560,-1
575,513,-1
576,307,1193
577,3,-1
578,241,5963
579,554,2174
580,423,-1
581,28,-1
582,459,-1
583,302,-1
584,206,-1
585,40,-1
586,320,-1
587,440,-1
588,413,-1
589,335,3224
590,163,-1
591,564,-1
592,590,-1
593,330,-1
594,388,-1
595,584,-1
596,344,8624
597,267,-1
598,459,7653
599,337,2770
600,492,-1
601,319,-1
602,45,-1
603,326,-1
604,385,-1
605,69,-1
606,128,-1
607,205,-1
608,94,-1
609,162,-1
610,308,216
611,560,-1
612,351,-1
613,396,-1
614,266,-1
615,570,-1
616,546,-1
617,385,-1
618,154,2269
619,36,-1
620,327,-1
621,235,9530
622,507,-1
623,248,-1
624,622,-1
625,263,-1
626,266,7070
627,407,-1
628,107,-1
629,175,-1
630,477,-1
631,487,-1
632,490,-1
633,554,-1
634,372,-1
635,133,-1
636,178,-1
637,588,-1
638,443,-1
639,225,-1
640,235,-1
641,302,-1
642,291,-1
643,62,-1
644,174,-1
645,464,3960
646,112,-1
647,637,-1
648,153,-1
649,247,-1
650,425,-1
651,600,-1
652,516,-1
653,396,-1
654,321,-1
655,406,-1
656,366,-1
657,178,3109
658,394,-1
659,279,-1
660,616,-1
661,143,-1
662,471,-1
663,208,-1
664,146,-1
665,620,4136
666,489,-1
667,222,-1
668,250,-1
669,290,-1
670,386,-1
671,222,-1
672,55,-1
673,239,-1
674,436,-1
675,229,9789
676,571,-1
677,53,7915
678,528,-1
679,581,-1
680,337,-1
681,146,-1
682,449,-1
683,265,-1
684,221,-1
685,310,-1
686,423,-1
687,71,-1
688,148,-1
689,517,7791
690,16,-1
691,393,-1
692,104,-1
693,376,-1
694,165,-1
695,171,-1
696,392,-1
697,41,-1
698,571,7209
699,472,-1
700,636,-1
701,199,-1
702,214,-1
703,557,-1
704,591,-1
705,94,-1
706,228,-1
707,380,-1
708,630,-1
709,501,-1
710,147,-1
711,379,-1
712,641,-1
713,464,6416
714,334,-1
715,426,-1
716,526,7429
717,685,-1
718,6,-1
719,280,-1
720,646,-1
721,407,-1
722,301,-1
723,33,-1
724,539,-1
725,482,-1
726,376,462
727,421,-1
728,113,-1
729,525,-1
730,176,-1
731,250,-1
732,496,-1
733,272,-1
734,130,-1
735,68,-1
736,492,-1
737,208,-1
738,118,-1
739,425,-1
740,593,-1
741,88,-1
742,478,-1
743,384,-1
744,359,-1
745,32,-1
746,90,-1
747,29,-1
748,435,-1
749,176,-1
750,84,-1
751,555,-1
752,107,-1
753,652,-1
754,685,-1
755,390,-1
756,410,-1
757,85,-1
758,502,-1
759,727,-1
760,284,8643
761,324,-1
762,510,-1
763,540,-1
764,501,4935
765,156,-1
766,192,-1
767,752,-1
768,198,-1
769,274,-1
770,582,-1
771,310,-1
772,359,-1
773,361,-1
774,28,-1
775,148,-1
776,282,-1
777,444,-1
778,437,-1
779,201,3122
780,53,-1
781,631,6761
782,116,8217
783,72,-1
784,775,-1
785,301,-1
786,767,-1
787,503,-1
788,204,8877
789,246,-1
790,237,7137
791,49,-1
792,538,-1
793,563,9056
794,257,-1
795,94,-1
796,183,-1
797,113,-1
798,424,-1
799,528,-1
800,227,-1
801,703,5604
802,108,-1
803,467,-1
804,768,-1
805,634,-1
806,628,-1
807,753,-1
808,769,-1
809,22,-1
810,547,-1
811,246,-1
812,725,-1
813,554,-1
814,297,-1
815,66,-1
816,38,-1
817,750,-1
818,71,-1
819,660,-1
820,117,-1
821,794,-1
822,300,-1
823,806,-1
824,613,-1
825,432,-1
826,779,-1
827,138,-1
828,404,-1
829,372,-1
830,175,3256
831,553,-1
832,765,-1
833,665,-1
834,335,-1
835,826,-1
836,663,-1
837,69,-1
838,367,2921
839,149,-1
840,559,-1
841,88,3150
842,22,7181
843,820,-1
844,654,-1
845,774,8997
846,291,-1
847,387,-1
848,82,-1
849,320,3215
850,207,-1
851,19,3574
852,786,-1
853,506,-1
854,180,-1
855,106,-1
856,470,-1
857,103,-1
858,270,-1
859,645,8089
860,22,-1
861,177,-1
862,304,-1
863,598,-1
864,188,-1
865,750,-1
866,483,-1
867,227,-1
868,814,-1
869,554,-1
870,64,-1
871,185,-1
872,91,-1
873,366,-1
874,484,-1
875,308,-1
876,186,-1
877,549,-1
878,496,-1
879,872,-1
880,690,-1
881,744,-1
882,425,-1
883,239,-1
884,569,8323
885,451,-1
886,879,-1
887,193,3101
888,720,-1
889,236,-1
890,163,-1
891,199,-1
892,4,-1
893,56,-1
894,346,-1
895,121,-1
896,878,3155
897,574,-1
898,712,-1
899,523,-1
900,897,-1
901,464,-1
902,211,-1
903,301,-1
904,424,-1
905,171,-1
906,833,-1
907,35,-1
908,97,-1
909,304,-1
910,322,-1
911,483,-1
912,352,-1
913,823,-1
914,380,-1
915,542,-1
916,779,-1
917,729,4379
918,791,-1
919,275,-1
920,117,-1
921,542,-1
922,283,5100
923,754,-1
924,829,799
925,112,7071
926,117,3666
927,645,-1
928,819,-1
929,322,7986
930,760,-1
931,312,-1
932,7,4126
933,103,-1
934,300,-1
935,105,-1
936,199,-1
937,88,-1
938,563,-1
939,686,-1
940,628,-1
941,627,-1
942,238,-1
943,554,-1
944,3,-1
945,560,-1
946,944,-1
947,435,-1
948,397,40
949,169,-1
950,207,-1
951,947,-1
952,299,-1
953,802,-1
954,689,-1
955,399,-1
956,510,-1
957,453,-1
958,888,-1
959,484,-1
960,847,-1
961,537,-1
962,609,-1
963,348,-1
964,724,-1
965,823,-1
966,288,-1
967,128,-1
968,644,-1
969,107,-1
970,241,-1
971,849,8892
972,455,-1
973,934,8271
974,513,8455
975,193,-1
976,86,-1
977,756,-1
978,216,-1
979,455,8748
980,395,-1
981,665,-1
982,441,5153
983,359,-1
984,111,-1
985,816,-1
986,296,-1
987,144,-1
988,566,-1
989,125,-1
990,709,-1
991,839,-1
992,401,-1
993,680,-1
994,650,-1
995,411,-1
996,550,-1
997,43,5014
998,605,-1
999,872,-1
1000,643,-1
1001,68,-1
1002,433,-1
1003,703,-1
1004,86,-1
1005,196,-1
1006,683,7085
1007,8,-1
1008,588,-1
1009,737,-1
1010,952,-1
1011,794,-1
1012,209,-1
1013,698,-1
1014,755,-1
1015,595,-1
1016,34,-1
1017,563,-1
1018,863,-1
1019,295,-1
1020,551,-1
1021,153,-1
1022,321,3824
1023,27,6163
1024,714,-1
1025,325,-1
1026,63,-1
1027,683,-1
1028,998,845
1029,108,-1
1030,761,-1
1031,547,-1
1032,807,8960
1033,640,-1
1034,49,-1
1035,574,-1
1036,369,-1
1037,152,-1
1038,616,-1
1039,445,-1
1040,77,-1
1041,864,-1
1042,200,-1
1043,291,9308
1044,473,-1
1045,74,-1
1046,913,-1
1047,89,-1
1048,773,-1
1049,241,-1
1050,264,-1
1051,300,-1
1052,945,-1
1053,299,5222
1054,37,-1
1055,721,-1
1056,191,-1
1057,243,3724
1058,1035,9359
1059,1035,-1
1060,261,-1
1061,391,-1
1062,271,-1
1063,866,-1
1064,312,-1
1065,364,-1
1066,26,-1
1067,995,-1
1068,927,-1
1069,794,-1
1070,1034,-1
1071,893,-1
1072,292,-1
1073,441,-1
1074,835,-1
1075,303,-1
1076,818,-1
1077,659,-1
1078,870,-1
1079,634,-1
1080,296,-1
1081,690,-1
1082,61,-1
1083,174,6340
1084,910,-1
1085,823,-1
1086,51,-1
1087,712,-1
1088,634,-1
1089,610,2396
1090,1029,-1
1091,395,-1
1092,178,-1
1093,71,-1
1094,827,-1
1095,371,-1
1096,160,-1
1097,186,-1
1098,1044,-1
1099,712,-1
1100,99,-1
1101,64,6280
1102,310,-1
1103,427,-1
1104,990,-1
1105,487,-1
1106,284,-1
1107,15,-1
1108,845,-1
1109,772,-1
1110,276,-1
1111,144,-1
1112,830,-1
1113,148,-1
1114,117,-1
1115,198,1125
1116,537,1546
1117,203,-1
1118,629,-1
1119,839,6309
1120,354,-1
1121,125,-1
1122,668,-1
1123,468,-1
1124,903,-1
1125,934,-1
1126,615,-1
1127,553,-1
1128,686,-1
1129,948,-1
1130,883,-1
1131,185,-1
1132,944,-1
1133,334,-1
1134,902,-1
1135,725,-1
1136,150,-1
1137,72,-1
1138,111,-1
1139,354,-1
1140,965,-1
1141,566,9112
1142,248,5528
1143,407,-1
1144,371,-1
1145,864,-1
1146,1129,-1
1147,971,-1
1148,277,-1
1149,608,-1
1150,876,456
1151,618,-1
1152,20,8668
1153,834,-1
1154,12,-1
1155,908,9920
1156,985,-1
1157,541,-1
1158,457,-1
1159,680,-1
1160,55,-1
1161,619,8033
1162,65,-1
1163,224,-1
1164,1055,-1
1165,146,-1
1166,538,-1
1167,548,-1
1168,104,-1
1169,794,4352
1170,506,-1
1171,652,-1
1172,1169,-1
1173,603,8425
1174,966,-1
1175,29,-1
1176,871,-1
1177,205,-1
1178,553,-1
1179,683,-1
1180,598,9571
1181,999,-1
1182,857,-1
1183,1118,-1
1184,22,-1
1185,913,-1
1186,324,9728
1187,1148,-1
1188,825,-1
1189,1069,-1
1190,462,-1
1191,1112,802
1192,67,-1
1193,151,-1
1194,251,-1
1195,50,-1
1196,146,-1
1197,5,1792
1198,24,-1
1199,1193,-1
1200,459,-1
1201,30,-1
1202,8,3919
1203,739,-1
1204,313,-1
1205,966,-1
1206,711,-1
1207,536,7136
1208,280,-1
1209,518,-1
1210,1045,-1
1211,566,-1
1212,554,-1
1213,1089,-1
1214,793,-1
1215,714,-1
1216,981,-1
1217,29,3205
1218,340,-1
1219,361,-1
1220,601,2300
1221,1033,-1
1222,589,-1
1223,385,3654
1224,556,8999
1225,424,-1
1226,217,7315
1227,138,-1
1228,1096,-1
1229,429,-1
1230,292,-1
1231,147,-1
1232,334,-1
1233,348,3685
1234,90,-1
1235,679,9842
1236,847,-1
1237,7,-1
1238,470,-1
1239,1059,-1
1240,839,-1
1241,529,-1
1242,496,-1
1243,1141,-1
1244,513,-1
1245,225,-1
1246,1130,-1
1247,583,-1
1248,237,-1
1249,84,-1
1250,966,-1
1251,1208,598
1252,760,-1
1253,1037,-1
1254,813,-1
1255,475,-1
1256,585,-1
1257,77,-1
1258,342,-1
1259,145,-1
1260,1205,-1
1261,1067,-1
1262,840,-1
1263,932,-1
1264,671,-1
1265,1015,-1
1266,688,-1
1267,1050,-1
1268,764,-1
1269,199,-1
1270,21,9389
1271,177,-1
1272,42,-1
1273,1267,-1
1274,430,-1
1275,1234,-1
1276,1177,-1
1277,779,-1
1278,845,-1
1279,446,-1
1280,1146,-1
1281,568,-1
1282,888,-1
1283,616,-1
1284,637,-1
1285,301,-1
1286,394,-1
1287,66,-1
1288,554,-1
1289,185,-1
1290,345,-1
1291,264,-1
1292,959,-1
1293,670,-1
1294,631,-1
1295,1164,-1
1296,1284,-1
1297,1005,-1
1298,630,-1
1299,694,-1
1300,877,-1
1301,107,-1
1302,705,-1
1303,695,-1
1304,490,-1
1305,1286,-1
1306,284,-1
1307,626,-1
1308,163,-1
1309,1196,9479
1310,1184,-1
1311,528,-1
1312,711,-1
1313,485,-1
1314,282,-1
1315,993,-1
1316,44,-1
1317,1070,7608
1318,1239,-1
1319,1209,-1
1320,613,-1
1321,382,-1
1322,640,-1
1323,190,-1
1324,693,-1
1325,1066,-1
1326,180,-1
1327,91,-1
1328,418,-1
1329,867,-1
1330,957,-1
1331,1243,-1
1332,1018,3849
1333,669,-1
1334,825,-1
1335,1240,-1
1336,403,-1
1337,642,-1
1338,50,-1
1339,1136,-1
1340,270,-1
1341,281,-1
1342,199,-1
1343,1173,-1
1344,463,-1
1345,534,-1
1346,120,-1
1347,192,-1
1348,1084,8639
1349,559,-1
1350,940,-1
1351,830,-1
1352,527,9247
1353,1066,-1
1354,766,-1
1355,146,-1
1356,754,6404
1357,994,-1
1358,144,-1
1359,184,-1
1360,1231,-1
1361,123,-1
1362,413,-1
1363,123,-1
1364,1018,-1
1365,254,-1
1366,382,-1
1367,412,-1
1368,783,-1
1369,898,-1
1370,1318,8019
1371,920,-1
1372,86,3812
1373,1233,-1
1374,960,9543
1375,260,-1
1376,987,281
1377,611,-1
1378,137,-1
1379,740,-1
1380,600,-1
1381,236,-1
1382,308,-1
1383,250,-1
1384,424,-1
1385,1188,-1
1386,1287,-1
1387,1270,-1
1388,1375,-1
1389,1301,-1
1390,676,-1
1391,581,-1
1392,1150,-1
1393,1137,-1
1394,1298,-1
1395,574,-1
1396,681,-1
1397,978,-1
1398,1120,-1
1399,1055,5718
1400,853,-1
1401,677,-1
1402,431,-1
1403,1253,-1
1404,528,-1
1405,247,-1
1406,983,-1
1407,1110,-1
1408,41,-1
1409,103,-1
1410,105,-1
1411,16,-1
1412,764,-1
1413,255,-1
1414,1312,-1
1415,731,-1
1416,998,944
1417,300,4161
1418,1237,-1
1419,1057,-1
1420,93,-1
1421,735,-1
1422,653,-1
1423,1072,-1
1424,1063,-1
1425,645,-1
1426,451,-1
1427,369,3994
1428,739,-1
1429,152,-1
1430,1289,-1
1431,6,-1
1432,487,-1
1433,507,-1
1434,61,-1
1435,500,-1
1436,274,-1
1437,264,-1
1438,847,-1
1439,1305,1831
1440,491,-1
1441,1435,-1
1442,1075,-1
1443,305,-1
1444,32,-1
1445,1090,-1
1446,176,-1
1447,648,-1
1448,565,-1
1449,807,-1
1450,1117,692
1451,1039,-1
1452,539,-1
1453,1045,-1
1454,910,-1
1455,1330,5970
1456,61,-1
1457,1339,-1
1458,1409,-1
1459,886,-1
1460,30,-1
1461,847,-1
1462,764,-1
1463,207,-1
1464,1413,-1
1465,1191,-1
1466,1292,-1
1467,785,-1
1468,600,-1
1469,1417,-1
1470,421,-1
1471,1195,-1
1472,997,-1
1473,1103,-1
1474,942,-1
1475,53,-1
1476,1117,-1
1477,1250,-1
1478,1024,-1
1479,100,-1
1480,837,-1
1481,1265,-1
1482,386,-1
1483,159,19
1484,1276,-1
1485,804,-1
1486,1456,-1
1487,1260,-1
1488,1145,-1
1489,74,-1
1490,686,-1
1491,144,-1
1492,304,-1
1493,514,-1
1494,181,-1
1495,1221,-1
1496,949,-1
1497,1462,-1
1498,1299,-1
1499,259,-1
1500,936,-1
1501,1271,-1
1502,1076,-1
1503,146,-1
1504,753,-1
1505,1428,-1
1506,625,-1
1507,230,-1
1508,1118,-1
1509,578,-1
1510,299,-1
1511,757,-1
1512,653,-1
1513,806,5654
1514,1495,9555
1515,452,6708
1516,803,-1
1517,1352,-1
1518,378,-1
1519,4,-1
1520,743,-1
1521,1422,-1
1522,188,-1
1523,528,-1
1524,1339,-1
1525,1318,-1
1526,470,-1
1527,1288,-1
1528,1365,318
1529,1133,-1
1530,1185,-1
1531,861,-1
1532,1203,-1
1533,468,-1
1534,1314,-1
1535,205,-1
1536,91,-1
1537,1414,-1
1538,1444,-1
1539,804,-1
1540,508,-1
1541,1283,-1
1542,651,7152
1543,674,-1
1544,866,-1
1545,1328,-1
1546,1525,2375
1547,517,-1
1548,1340,-1
1549,516,-1
1550,101,-1
1551,642,-1
1552,241,-1
1553,1524,-1
1554,1019,-1
1555,465,-1
1556,721,-1
1557,394,-1
1558,778,-1
1559,906,-1
1560,327,9701
1561,692,7793
1562,221,-1
1563,209,-1
1564,1072,-1
1565,813,-1
1566,1087,-1
1567,485,-1
1568,880,-1
1569,1492,-1
1570,958,-1
1571,7,-1
1572,134,-1
1573,297,-1
1574,1435,-1
1575,390,-1
1576,647,3358
1577,542,-1
1578,1413,-1
1579,728,-1
1580,1015,-1
1581,1251,-1
1582,819,-1
1583,1074,-1
1584,369,9407
1585,1350,-1
1586,943,-1
1587,1075,-1
1588,831,-1
1589,322,-1
1590,1357,-1
1591,1003,-1
1592,1128,-1
1593,286,-1
1594,1152,-1
1595,1129,-1
1596,466,-1
1597,746,-1
1598,304,-1
1599,55,-1
1600,216,-1
1601,227,-1
1602,540,8691
1603,353,-1
1604,798,-1
1605,493,-1
1606,1111,-1
1607,780,-1
1608,1416,929
1609,399,-1
1610,510,594
1611,454,-1
1612,160,-1
1613,1483,-1
1614,1301,-1
1615,1062,-1
1616,957,-1
1617,1132,-1
1618,722,1286
1619,1070,-1
1620,79,-1
1621,1028,-1
1622,329,9244
1623,1106,-1
1624,402,-1
1625,904,-1
1626,737,3508
1627,15,-1
1628,847,-1
1629,588,-1
1630,1235,-1
1631,210,-1
1632,497,-1
1633,474,-1
1634,840,-1
1635,1009,-1
1636,1073,-1
1637,813,-1
1638,1557,-1
1639,703,-1
1640,1295,-1
1641,671,-1
1642,241,-1
1643,623,-1
1644,834,9850
1645,587,-1
1646,579,-1
1647,454,-1
1648,1254,-1
1649,1354,1749
1650,532,4793
1651,1429,-1
1652,161,-1
1653,903,-1
1654,61,-1
1655,229,-1
1656,1551,-1
1657,431,-1
1658,908,-1
1659,176,-1
1660,1390,-1
1661,1260,1129
1662,446,-1
1663,199,-1
1664,702,-1
1665,148,-1
1666,539,-1
1667,612,-1
1668,580,4549
1669,1181,-1
1670,1376,-1
1671,1083,943
1672,1274,-1
1673,1550,4738
1674,492,-1
1675,1143,-1
1676,1332,-1
1677,394,-1
1678,1339,-1
1679,814,-1
1680,1337,-1
1681,1549,-1
1682,467,-1
1683,999,-1
1684,45,-1
1685,1074,1318
1686,1240,-1
1687,340,-1
1688,1184,-1
1689,608,-1
1690,979,-1
1691,1070,-1
1692,570,-1
1693,551,-1
1694,769,-1
1695,366,-1
1696,1055,-1
1697,1390,-1
1698,1389,-1
1699,31,-1
1700,1632,-1
1701,829,-1
1702,1210,-1
1703,485,-1
1704,190,5427
1705,70,-1
1706,1085,1668
1707,101,-1
1708,902,1491
1709,373,-1
1710,1421,-1
1711,110,-1
1712,260,-1
1713,509,-1
1714,435,-1
1715,1565,-1
1716,16,-1
1717,1254,-1
1718,1717,-1
1719,1477,-1
1720,975,-1
1721,238,-1
1722,598,-1
1723,1360,-1
1724,1520,8611
1725,1519,-1
1726,956,-1
1727,1287,4339
1728,651,-1
1729,64,-1
1730,1542,-1
1731,1211,-1
1732,796,-1
1733,500,-1
1734,189,-1
1735,1707,-1
1736,852,-1
1737,777,-1
1738,1186,-1
1739,690,-1
1740,804,-1
1741,1577,-1
1742,648,-1
1743,1510,-1
1744,614,-1
1745,788,-1
1746,662,-1
1747,476,-1
1748,291,-1
1749,1008,-1
1750,188,-1
1751,1550,-1
1752,919,-1
1753,281,-1
1754,1039,-1
1755,1088,-1
1756,1167,-1
1757,271,8727
1758,932,-1
1759,346,-1
1760,1233,-1
1761,734,-1
1762,1598,-1
1763,183,-1
1764,457,-1
1765,1723,-1
1766,1387,-1
1767,388,-1
1768,1473,-1
1769,900,-1
1770,1442,-1
1771,1486,-1
1772,222,-1
1773,1529,-1
1774,1434,-1
1775,1036,-1
1776,523,-1
1777,1177,-1
1778,1733,-1
1779,1404,-1
1780,1700,-1
1781,367,-1
1782,650,-1
1783,507,-1
1784,430,-1
1785,566,-1
1786,999,-1
1787,45,-1
1788,207,-1
1789,1328,-1
1790,1171,-1
1791,1083,-1
1792,1352,-1
1793,680,-1
1794,1426,-1
1795,1276,-1
1796,1072,-1
1797,598,-1
1798,490,-1
1799,1015,-1
1800,1723,-1
1801,1555,-1
1802,78,-1
1803,1779,-1
1804,1025,-1
1805,1618,-1
1806,424,-1
1807,925,-1
1808,1560,-1
1809,919,-1
1810,594,-1
1811,200,-1
1812,754,-1
1813,169,-1
1814,1355,-1
1815,458,-1
1816,1474,-1
1817,238,-1
1818,248,-1
1819,1295,-1
1820,829,-1
1821,1551,-1
1822,885,-1
1823,1331,-1
1824,1722,-1
1825,420,-1
1826,1303,-1
1827,325,-1
1828,1507,-1
1829,409,-1
1830,278,-1
1831,675,-1
1832,0,-1
1833,1397,-1
1834,1205,2324
1835,1014,-1
1836,1754,-1
1837,1202,1995
1838,1063,-1
1839,1682,-1
1840,397,-1
1841,1129,-1
1842,740,-1
1843,1128,-1
