x,y,thickness,surface,bed,mask
-324564.28571428574,-3334646.7391304346,0.0,0.0,-3351.754,0
-304659.09090909094,-3334646.7391304346,0.0,0.0,-3298.4238,0
-284753.89610389614,-3334646.7391304346,0.0,0.0,-3226.7515,0
-264848.70129870134,-3334646.7391304346,0.0,0.0,-3178.695,0
-244943.50649350655,-3334646.7391304346,0.0,0.0,-3131.8843,0
-225038.31168831172,-3334646.7391304346,0.0,0.0,-3093.0947,0
-205133.11688311692,-3334646.7391304346,0.0,0.0,-3078.204,0
-185227.92207792212,-3334646.7391304346,0.0,0.0,-3033.872,0
-165322.7272727273,-3334646.7391304346,0.0,0.0,-2859.4224,0
-145417.5324675325,-3334646.7391304346,0.0,0.0,-2801.901,0
-125512.33766233773,-3334646.7391304346,0.0,0.0,-2635.7,0
-105607.1428571429,-3334646.7391304346,0.0,0.0,-1823.7693,0
-85701.94805194804,-3334646.7391304346,0.0,0.0,-935.7119,0
-65796.7532467533,-3334646.7391304346,0.0,0.0,-147.69691,0
-45891.558441558445,-3334646.7391304346,0.0,0.0,-127.881775,0
-25986.363636363705,-3334646.7391304346,0.0,0.002923218,-121.66527,0
-6081.168831168849,-3334646.7391304346,0.0,0.5807325,-44.090393,0
13824.02597402595,-3334646.7391304346,0.0,0.9703307,-77.215645,0
33729.22077922075,-3334646.7391304346,0.0,88.42107,20.681553,0
53634.41558441555,-3334646.7391304346,0.0,300.70383,297.15588,1
73539.61038961035,-3334646.7391304346,0.0,182.69595,176.96823,1
93444.8051948052,-3334646.7391304346,0.0,47.969334,14.357128,0
113349.99999999994,-3334646.7391304346,0.0,0.29498646,-149.36755,0
133255.1948051948,-3334646.7391304346,0.0,0.0,-188.76233,0
153160.38961038954,-3334646.7391304346,0.0,0.0,-383.07928,0
173065.5844155844,-3334646.7391304346,0.0,0.0,-1576.7778,0
192970.7792207792,-3334646.7391304346,0.0,0.0,-1834.4004,0
212875.974025974,-3334646.7391304346,0.0,0.0,-1968.8474,0
232781.16883116885,-3334646.7391304346,0.0,0.0,-2168.0327,0
252686.3636363636,-3334646.7391304346,0.0,0.0,-2470.1313,0
272591.55844155845,-3334646.7391304346,0.0,0.0,-2551.708,0
292496.7532467532,-3334646.7391304346,0.0,0.0,-2656.2812,0
312401.94805194804,-3334646.7391304346,0.0,0.0,-2733.188,0
332307.14285714284,-3334646.7391304346,0.0,0.0,-2805.4175,0
352212.33766233764,-3334646.7391304346,0.0,0.0,-2856.5784,0
372117.53246753244,-3334646.7391304346,0.0,0.0,-2918.297,0
392022.72727272724,-3334646.7391304346,0.0,0.0,-2958.5493,0
411927.92207792203,-3334646.7391304346,0.0,0.0,-3044.728,0
431833.1168831169,-3334646.7391304346,0.0,0.0,-3102.7693,0
451738.31168831163,-3334646.7391304346,0.0,0.0,-3074.6042,0
471643.5064935065,-3334646.7391304346,0.0,0.0,-3012.1648,0
491548.70129870134,-3334646.7391304346,0.0,0.0,-2947.9722,0
511453.8961038961,-3334646.7391304346,0.0,0.0,-2897.6084,0
531359.0909090908,-3334646.7391304346,0.0,0.0,-2902.5352,0
551264.2857142857,-3334646.7391304346,0.0,0.0,-2835.942,0
571169.4805194805,-3334646.7391304346,0.0,0.0,-2867.1519,0
591074.6753246753,-3334646.7391304346,0.0,0.0,-2893.9954,0
610979.8701298701,-3334646.7391304346,0.0,0.0,-2753.3992,0
630885.0649350649,-3334646.7391304346,0.0,0.0,-2773.7852,0
650790.2597402597,-3334646.7391304346,0.0,0.0,-2703.5713,0
670695.4545454546,-3334646.7391304346,0.0,0.0,-2638.6494,0
690600.6493506493,-3334646.7391304346,0.0,0.0,-2524.8374,0
710505.8441558442,-3334646.7391304346,0.0,0.0,-2408.3928,0
730411.0389610389,-3334646.7391304346,0.0,0.0,-2253.682,0
750316.2337662338,-3334646.7391304346,0.0,0.0,-1914.3213,0
770221.4285714285,-3334646.7391304346,0.0,0.0,-1656.7638,0
790126.6233766234,-3334646.7391304346,0.0,0.0,-1611.172,0
810031.8181818181,-3334646.7391304346,0.0,0.0,-1554.365,0
829937.012987013,-3334646.7391304346,0.0,0.0,-1353.7084,0
849842.2077922078,-3334646.7391304346,0.0,0.0,-1360.661,0
869747.4025974026,-3334646.7391304346,0.0,0.0,-1489.1444,0
-643047.4025974027,-3314705.434782609,0.0,0.0,-3109.5278,0
-623142.2077922078,-3314705.434782609,0.0,0.0,-3127.8145,0
-603237.012987013,-3314705.434782609,0.0,0.0,-3158.9756,0
-583331.8181818181,-3314705.434782609,0.0,0.0,-3174.8308,0
-563426.6233766235,-3314705.434782609,0.0,0.0,-3228.584,0
-543521.4285714286,-3314705.434782609,0.0,0.0,-3227.4072,0
-523616.23376623384,-3314705.434782609,0.0,0.0,-3261.9226,0
-503711.038961039,-3314705.434782609,0.0,0.0,-3298.231,0
-483805.8441558442,-3314705.434782609,0.0,0.0,-3323.2085,0
-463900.6493506494,-3314705.434782609,0.0,0.0,-3316.2485,0
-443995.4545454546,-3314705.434782609,0.0,0.0,-3313.8867,0
-424090.2597402598,-3314705.434782609,0.0,0.0,-3313.074,0
-404185.064935065,-3314705.434782609,0.0,0.0,-3309.9592,0
-384279.8701298702,-3314705.434782609,0.0,0.0,-3311.4385,0
-364374.6753246754,-3314705.434782609,0.0,0.0,-3309.417,0
-344469.48051948054,-3314705.434782609,0.0,0.0,-3277.9187,0
-324564.28571428574,-3314705.434782609,0.0,0.0,-3268.0327,0
-304659.09090909094,-3314705.434782609,0.0,0.0,-3171.2856,0
-284753.89610389614,-3314705.434782609,0.0,0.0,-3127.3892,0
-264848.70129870134,-3314705.434782609,0.0,0.0,-3097.1538,0
-244943.50649350655,-3314705.434782609,0.0,0.0,-3066.8462,0
-225038.31168831172,-3314705.434782609,0.0,0.0,-2985.1055,0
-205133.11688311692,-3314705.434782609,0.0,0.0,-2920.9834,0
-185227.92207792212,-3314705.434782609,0.0,0.0,-2955.8418,0
-165322.7272727273,-3314705.434782609,0.0,0.0,-2837.844,0
-145417.5324675325,-3314705.434782609,0.0,0.0,-2182.1406,0
-125512.33766233773,-3314705.434782609,0.0,0.0,-1470.251,0
-105607.1428571429,-3314705.434782609,0.0,0.0,-1304.8503,0
-85701.94805194804,-3314705.434782609,0.0,0.0,-305.47223,0
-65796.7532467533,-3314705.434782609,0.0,0.0,-113.49006,0
-45891.558441558445,-3314705.434782609,0.0,0.0,-115.965126,0
-25986.363636363705,-3314705.434782609,0.0,5.033498,-85.45302,0
-6081.168831168849,-3314705.434782609,0.0,49.988796,26.7254,0
13824.02597402595,-3314705.434782609,0.0,330.1255,326.77203,1
33729.22077922075,-3314705.434782609,0.0,344.9674,312.84656,1
53634.41558441555,-3314705.434782609,0.0,308.896,260.28214,1
73539.61038961035,-3314705.434782609,0.06244435,404.25415,389.88763,1
93444.8051948052,-3314705.434782609,9.165783,238.51831,204.47768,1
113349.99999999994,-3314705.434782609,0.0010773425,19.815514,-60.630733,0
133255.1948051948,-3314705.434782609,0.0,0.0,-181.03065,0
153160.38961038954,-3314705.434782609,0.0,0.0,-220.94916,0
173065.5844155844,-3314705.434782609,0.0,0.0,-1040.7217,0
192970.7792207792,-3314705.434782609,0.0,0.0,-1815.175,0
212875.974025974,-3314705.434782609,0.0,0.0,-2021.8667,0
232781.16883116885,-3314705.434782609,0.0,0.0,-2161.5093,0
252686.3636363636,-3314705.434782609,0.0,0.0,-2197.9155,0
272591.55844155845,-3314705.434782609,0.0,0.0,-2425.952,0
292496.7532467532,-3314705.434782609,0.0,0.0,-2536.4785,0
312401.94805194804,-3314705.434782609,0.0,0.0,-2654.2507,0
332307.14285714284,-3314705.434782609,0.0,0.0,-2760.6426,0
352212.33766233764,-3314705.434782609,0.0,0.0,-2827.8896,0
372117.53246753244,-3314705.434782609,0.0,0.0,-2903.734,0
392022.72727272724,-3314705.434782609,0.0,0.0,-2956.8232,0
411927.92207792203,-3314705.434782609,0.0,0.0,-3013.112,0
431833.1168831169,-3314705.434782609,0.0,0.0,-3040.9236,0
451738.31168831163,-3314705.434782609,0.0,0.0,-3103.6514,0
471643.5064935065,-3314705.434782609,0.0,0.0,-3035.1802,0
491548.70129870134,-3314705.434782609,0.0,0.0,-3004.0703,0
511453.8961038961,-3314705.434782609,0.0,0.0,-2951.5645,0
531359.0909090908,-3314705.434782609,0.0,0.0,-2851.314,0
551264.2857142857,-3314705.434782609,0.0,0.0,-2796.0815,0
571169.4805194805,-3314705.434782609,0.0,0.0,-2887.234,0
591074.6753246753,-3314705.434782609,0.0,0.0,-2845.9873,0
610979.8701298701,-3314705.434782609,0.0,0.0,-2583.4058,0
630885.0649350649,-3314705.434782609,0.0,0.0,-2572.6997,0
650790.2597402597,-3314705.434782609,0.0,0.0,-2613.6052,0
670695.4545454546,-3314705.434782609,0.0,0.0,-2441.7646,0
690600.6493506493,-3314705.434782609,0.0,0.0,-2328.5005,0
710505.8441558442,-3314705.434782609,0.0,0.0,-2315.0872,0
730411.0389610389,-3314705.434782609,0.0,0.0,-2243.6987,0
750316.2337662338,-3314705.434782609,0.0,0.0,-1924.858,0
770221.4285714285,-3314705.434782609,0.0,0.0,-1699.5017,0
790126.6233766234,-3314705.434782609,0.0,0.0,-1732.7998,0
810031.8181818181,-3314705.434782609,0.0,0.0,-1574.7584,0
829937.012987013,-3314705.434782609,0.0,0.0,-1389.9065,0
849842.2077922078,-3314705.434782609,0.0,0.0,-1246.4517,0
869747.4025974026,-3314705.434782609,0.0,0.0,-1460.127,0
-643047.4025974027,-3294764.1304347827,0.0,0.0,-3036.5312,0
-623142.2077922078,-3294764.1304347827,0.0,0.0,-3122.393,0
-603237.012987013,-3294764.1304347827,0.0,0.0,-3187.109,0
-583331.8181818181,-3294764.1304347827,0.0,0.0,-3220.746,0
-563426.6233766235,-3294764.1304347827,0.0,0.0,-3235.7468,0
-543521.4285714286,-3294764.1304347827,0.0,0.0,-3244.652,0
-523616.23376623384,-3294764.1304347827,0.0,0.0,-3257.1162,0
-503711.038961039,-3294764.1304347827,0.0,0.0,-3276.7168,0
-483805.8441558442,-3294764.1304347827,0.0,0.0,-3297.0146,0
-463900.6493506494,-3294764.1304347827,0.0,0.0,-3286.5945,0
-443995.4545454546,-3294764.1304347827,0.0,0.0,-3292.5881,0
-424090.2597402598,-3294764.1304347827,0.0,0.0,-3290.0781,0
-404185.064935065,-3294764.1304347827,0.0,0.0,-3285.9565,0
-384279.8701298702,-3294764.1304347827,0.0,0.0,-3287.9463,0
-364374.6753246754,-3294764.1304347827,0.0,0.0,-3259.0576,0
-344469.48051948054,-3294764.1304347827,0.0,0.0,-3250.2368,0
-324564.28571428574,-3294764.1304347827,0.0,0.0,-3163.3218,0
-304659.09090909094,-3294764.1304347827,0.0,0.0,-3078.9192,0
-284753.89610389614,-3294764.1304347827,0.0,0.0,-3016.5947,0
-264848.70129870134,-3294764.1304347827,0.0,0.0,-2981.5664,0
-244943.50649350655,-3294764.1304347827,0.0,0.0,-2977.7598,0
-225038.31168831172,-3294764.1304347827,0.0,0.0,-2900.683,0
-205133.11688311692,-3294764.1304347827,0.0,0.0,-2828.5718,0
-185227.92207792212,-3294764.1304347827,0.0,0.0,-2358.7903,0
-165322.7272727273,-3294764.1304347827,0.0,0.0,-1615.8096,0
-145417.5324675325,-3294764.1304347827,0.0,0.0,-454.20114,0
-125512.33766233773,-3294764.1304347827,0.0,0.0,-276.02728,0
-105607.1428571429,-3294764.1304347827,0.0,0.0,-372.20963,0
-85701.94805194804,-3294764.1304347827,0.0,0.0,-150.27773,0
-65796.7532467533,-3294764.1304347827,0.0,0.0,-113.844345,0
-45891.558441558445,-3294764.1304347827,0.0,0.0,-130.74734,0
-25986.363636363705,-3294764.1304347827,0.0,94.44013,73.0117,0
-6081.168831168849,-3294764.1304347827,0.0,253.04474,218.53728,1
13824.02597402595,-3294764.1304347827,0.17581512,324.26404,311.2088,1
33729.22077922075,-3294764.1304347827,6.2620482,679.0791,668.72546,1
53634.41558441555,-3294764.1304347827,11.98139,467.80984,400.12347,1
73539.61038961035,-3294764.1304347827,63.97821,737.4913,672.86664,2
93444.8051948052,-3294764.1304347827,91.870125,612.276,520.3148,2
113349.99999999994,-3294764.1304347827,0.2503843,32.27457,-30.260227,0
133255.1948051948,-3294764.1304347827,0.0,0.0,-222.29816,0
153160.38961038954,-3294764.1304347827,0.0,0.0,-205.13799,0
173065.5844155844,-3294764.1304347827,0.0,0.0,-767.87854,0
192970.7792207792,-3294764.1304347827,0.0,0.0,-1738.2971,0
212875.974025974,-3294764.1304347827,0.0,0.0,-1917.3042,0
232781.16883116885,-3294764.1304347827,0.0,0.0,-1907.7319,0
252686.3636363636,-3294764.1304347827,0.0,0.0,-2096.6953,0
272591.55844155845,-3294764.1304347827,0.0,0.0,-2321.333,0
292496.7532467532,-3294764.1304347827,0.0,0.0,-2442.959,0
312401.94805194804,-3294764.1304347827,0.0,0.0,-2559.415,0
332307.14285714284,-3294764.1304347827,0.0,0.0,-2668.5232,0
352212.33766233764,-3294764.1304347827,0.0,0.0,-2810.1523,0
372117.53246753244,-3294764.1304347827,0.0,0.0,-2916.7046,0
392022.72727272724,-3294764.1304347827,0.0,0.0,-2995.0835,0
411927.92207792203,-3294764.1304347827,0.0,0.0,-2999.6252,0
431833.1168831169,-3294764.1304347827,0.0,0.0,-2999.1255,0
451738.31168831163,-3294764.1304347827,0.0,0.0,-3043.0332,0
471643.5064935065,-3294764.1304347827,0.0,0.0,-3025.193,0
491548.70129870134,-3294764.1304347827,0.0,0.0,-3043.2012,0
511453.8961038961,-3294764.1304347827,0.0,0.0,-2964.2427,0
531359.0909090908,-3294764.1304347827,0.0,0.0,-2989.4949,0
551264.2857142857,-3294764.1304347827,0.0,0.0,-2967.3047,0
571169.4805194805,-3294764.1304347827,0.0,0.0,-3005.5,0
591074.6753246753,-3294764.1304347827,0.0,0.0,-3024.059,0
610979.8701298701,-3294764.1304347827,0.0,0.0,-2870.844,0
630885.0649350649,-3294764.1304347827,0.0,0.0,-2674.716,0
650790.2597402597,-3294764.1304347827,0.0,0.0,-2549.501,0
670695.4545454546,-3294764.1304347827,0.0,0.0,-2562.618,0
690600.6493506493,-3294764.1304347827,0.0,0.0,-2350.297,0
710505.8441558442,-3294764.1304347827,0.0,0.0,-2292.2556,0
730411.0389610389,-3294764.1304347827,0.0,0.0,-2172.6157,0
750316.2337662338,-3294764.1304347827,0.0,0.0,-1941.4971,0
770221.4285714285,-3294764.1304347827,0.0,0.0,-1774.3713,0
790126.6233766234,-3294764.1304347827,0.0,0.0,-1638.1825,0
810031.8181818181,-3294764.1304347827,0.0,0.0,-1596.1833,0
829937.012987013,-3294764.1304347827,0.0,0.0,-1468.2822,0
849842.2077922078,-3294764.1304347827,0.0,0.0,-1246.7759,0
869747.4025974026,-3294764.1304347827,0.0,0.0,-1317.3218,0
-643047.4025974027,-3274822.8260869565,0.0,0.0,-3089.123,0
-623142.2077922078,-3274822.8260869565,0.0,0.0,-3157.3184,0
-603237.012987013,-3274822.8260869565,0.0,0.0,-3204.8757,0
-583331.8181818181,-3274822.8260869565,0.0,0.0,-3215.923,0
-563426.6233766235,-3274822.8260869565,0.0,0.0,-3192.8281,0
-543521.4285714286,-3274822.8260869565,0.0,0.0,-3242.3936,0
-523616.23376623384,-3274822.8260869565,0.0,0.0,-3253.491,0
-503711.038961039,-3274822.8260869565,0.0,0.0,-3251.4941,0
-483805.8441558442,-3274822.8260869565,0.0,0.0,-3247.1472,0
-463900.6493506494,-3274822.8260869565,0.0,0.0,-3289.0112,0
-443995.4545454546,-3274822.8260869565,0.0,0.0,-3269.8438,0
-424090.2597402598,-3274822.8260869565,0.0,0.0,-3267.6611,0
-404185.064935065,-3274822.8260869565,0.0,0.0,-3262.9258,0
-384279.8701298702,-3274822.8260869565,0.0,0.0,-3246.003,0
-364374.6753246754,-3274822.8260869565,0.0,0.0,-3217.3032,0
-344469.48051948054,-3274822.8260869565,0.0,0.0,-3194.142,0
-324564.28571428574,-3274822.8260869565,0.0,0.0,-3084.2793,0
