Advances in Chemical and Biochemical Engineering,DTU Department of Chemical and Biochemical Engineering,Not found,2.5 ,https://kurser.dtu.dk/course/28930
Advances in Marketing Strategy Research - online,CBS PhD School,10 June 2025 - 12 June 2025,2.5 ,https://phdsupport.nemtilmeld.dk/199/
Advances in the neural control of movements (2025),Doctoral School in Medicine. Biomedical Science and Technology at Aalborg University,29 October 2025 - 21 November 2025,2 ,https://phd.moodle.aau.dk/course/view.php?id=2605
AI for the People 2025,Doctoral School of Engineering and Science at Aalborg University,01 October 2024 - 16 October 2025,2 ,https://phd.moodle.aau.dk/course/view.php?id=2485
AI Statistical Learners in Health Science (4-5/2 + exam 6-18/2 2025),Graduate School of Health Sciences at University of Southern Denmark,04 February 2025 - 18 February 2025,1.4 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
Algebraic Graph Theory,DTU Department of Informatics and Mathematical Modeling,Not found,5 ,https://kurser.dtu.dk/course/02983
Algorithms in bioinformatics. PhD,DTU Department of Health Technology,Not found,5 ,https://kurser.dtu.dk/course/22175
An Introduction to Genomics in Health Science (12-14/5 2025),Graduate School of Health Sciences at University of Southern Denmark,12 May 2025 - 14 May 2025,2.7 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
An introduction to Good Manufacturing Practice (GMP),Graduate School of Health Sciences at Aarhus University,11 September 2025 - 25 September 2025,2.1 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1546
An introduction to systematic reviews (22/9 2025),Graduate School of Health Sciences at University of Southern Denmark,22 September 2025 - 22 September 2025,0.6 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
Analysing qualitative research data using NVivo14 for windows (9/9 + 17/9 + 9/10 2025),Graduate School of Health Sciences at University of Southern Denmark,09 September 2025 - 09 October 2025,2 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
Analysis of gene expression with DNA array(GL. NAT),PhD School at the Faculty of SCIENCE at University of Copenhagen,Not found,10 ,http://www1.bio.ku.dk/uddannelse/phd-kursusoversigt/detaljer/?obvius_proxy_url=http://www2.bio.ku.dk/cms/phd-kursusoversigt/detaljer.asp?ID=6
Analysis of genome-wide enrichment data,Graduate School of Health and Medical Sciences at University of Copenhagen,19 March 2025 - 31 March 2025,5.3 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112617&sitepath=SUND
Analysis of qualitative data Introduction and hands on with a phenomenological-hermeneutical approach inspired by Paul Ricoeurs interpretation theory (18-20/11 2025),Graduate School of Health Sciences at University of Southern Denmark,18 November 2025 - 20 November 2025,2.1 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
Analysis of twin data in health research (28-29/10 2025),Graduate School of Health Sciences at University of Southern Denmark,28 October 2025 - 29 October 2025,1.4 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
Analysis of variance and repeated measurements (4 + 2 days course),Graduate School of Health Sciences at Aarhus University,11 November 2025 - 27 November 2025,2.4 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1631
Analytical Methodology in Protein Formulation Development,Graduate School of Health and Medical Sciences at University of Copenhagen,24 March 2025 - 28 March 2025,4.1 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112327&sitepath=SUND
Analytical work in qualitative and ethnographic health research (22-23/10 +27/11 2025),Graduate School of Health Sciences at University of Southern Denmark,22 October 2025 - 27 November 2025,4.2 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
ANRES 2025 – 12th Aalborg symposium on the advances in neuro-physiology and neural rehabilitation engineering of movement (2025),Doctoral School in Medicine. Biomedical Science and Technology at Aalborg University,23 October 2025 - 24 October 2025,1 ,https://phd.moodle.aau.dk/course/view.php?id=2604
Application of MiDAS reference databases: Microbial ecology in wastewater treatment and bioenergy systems (2025),Doctoral School of Engineering and Science at Aalborg University,22 May 2025 - 23 May 2025,3 ,https://phd.moodle.aau.dk/course/view.php?id=2563
Applied Citizen Science,PhD School at the Faculty of SCIENCE at University of Copenhagen,04 August 2025 - 08 August 2025,2.5 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112649&sitepath=NAT
Applied Computational Biology,Novo Nordisk Foundation Center for Biosustainability,Not found,5 ,https://kurser.dtu.dk/course/29906
Applied computational data analysis,DTU Department of Informatics and Mathematical Modeling,Not found,5 ,https://kurser.dtu.dk/course/02910
Applied Machine Learning in health Sciences,Graduate School of Health Sciences at Aarhus University,03 March 2025 - 13 March 2025,4 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1561
Applied methods in crop physiology 2025,Graduate School of Technical Sciences at Aarhus University,12 May 2025 - 16 May 2025,5 ,https://phd.tech.au.dk/for-phd-students/courses/scientific-courses/courses-2025/food-science/applied-methods-in-crop-physiology-2025
Applied Quantitative Methods for Non-quantitative Doctoral Researchers,CBS PhD School,16 June 2025 - 20 June 2025,5 ,https://phdsupport.nemtilmeld.dk/187/
Applied Single-Cell Bioinformatics. PhD,DTU Department of Health Technology,Not found,5 ,https://kurser.dtu.dk/course/22172
Aquatic science and living resources - research communication,DTU National Institute of Aquatic Resources,Not found,5 ,https://kurser.dtu.dk/course/25801
Arithmetic and Homotopy Theory,PhD School at the Faculty of SCIENCE at University of Copenhagen,09 June 2025 - 13 June 2025,2.5 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112043&sitepath=NAT
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,20 February 2025 - 27 February 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1657
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,21 February 2025 - 28 February 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1658
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,20 March 2025 - 27 March 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1659
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,21 March 2025 - 28 March 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1660
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,14 May 2025 - 21 May 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1661
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,16 May 2025 - 23 May 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1662
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,17 September 2025 - 24 September 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1663
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,01 October 2025 - 08 October 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1664
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,15 October 2025 - 22 October 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1665
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,28 October 2025 - 06 November 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1666
Artificial intelligence for scientific and academic writing,Graduate School of Health Sciences at Aarhus University,29 October 2025 - 07 November 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1667
Assessing human & ecosystems impacts with the scientific consensus model USEtox,DTU Department of Environmental Engineering,Not found,5 ,https://kurser.dtu.dk/course/12954
Autoimmunology,The PhD School at the Faculty of Science at the University of Southern Denmark,01 February 2020 -,5 ,https://odin.sdu.dk/sitecore/index.php?a=searchfagbesk&internkode=bmb201&lang=en
Automation and control of yeast fermentation,DTU Department of Chemical and Biochemical Engineering,Not found,2.5 ,https://kurser.dtu.dk/course/28934
Basic and practical course in quantitative immunoassays,Graduate School of Health Sciences at Aarhus University,05 November 2025 - 07 November 2025,2.4 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1628
Basic Biostatistics - part 1,Graduate School of Health Sciences at Aarhus University,03 September 2025 - 24 September 2025,2.4 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1574
Basic Biostatistics - part 2,Graduate School of Health Sciences at Aarhus University,19 February 2025 - 12 March 2025,3.9 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1575
Basic Biostatistics - part 2,Graduate School of Health Sciences at Aarhus University,01 October 2025 - 29 October 2025,3.9 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1576
Basic Course in Written English,Graduate School of Health Sciences at Aarhus University,18 February 2025 - 11 March 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1645
Basic Course in Written English,Graduate School of Health Sciences at Aarhus University,06 May 2025 - 27 May 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1646
Basic Course in Written English,Graduate School of Health Sciences at Aarhus University,06 October 2025 - 27 October 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1647
Basic Course in Written English,Graduate School of Health Sciences at Aarhus University,03 November 2025 - 24 November 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1648
Basic Course in Written English - Online,Graduate School of Health Sciences at Aarhus University,05 May 2025 - 26 May 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1649
Basic Course in Written English - Online,Graduate School of Health Sciences at Aarhus University,01 September 2025 - 22 September 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1650
Basic Course in Written English - Online,Graduate School of Health Sciences at Aarhus University,17 February 2025 - 10 March 2025,2.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1644
Basic flow cytometry and cell sorting I,Graduate School of Health and Medical Sciences at University of Copenhagen,08 September 2025 - 26 September 2025,5.1 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112219&sitepath=SUND
Basic flow cytometry and cell sorting I,Graduate School of Health and Medical Sciences at University of Copenhagen,13 October 2025 - 31 October 2025,5.1 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112220&sitepath=SUND
Basic Kinetic Modeling in PET and MR imaging,Graduate School of Health and Medical Sciences at University of Copenhagen,03 March 2025 - 07 March 2025,3.6 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112344&sitepath=SUND
Basic Statistics for health researcher (English course),Graduate School of Health and Medical Sciences at University of Copenhagen,24 February 2025 - 02 April 2025,7.5 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112539&sitepath=SUND
Basic Techniques in Immunology,DTU Department of Health Technology,Not found,5 ,https://kurser.dtu.dk/course/22211
Batteries- from fundamentals to applications (2025),Doctoral School of Engineering and Science at Aalborg University,03 November 2025 - 07 November 2025,3 ,https://phd.moodle.aau.dk/course/view.php?id=2578
Bayesian Hierarchical Modelling 2025,Graduate School of Technical Sciences at Aarhus University,07 April 2025 - 11 April 2025,3 ,https://phd.tech.au.dk/for-phd-students/courses/scientific-courses/courses-2025/ecoscience/bayesian-hierarchical-modelling-2025
Bayesian models of mind. brain and behavior,Graduate School of Health and Medical Sciences at University of Copenhagen,05 May 2025 - 09 May 2025,3 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112735&sitepath=SUND
Bayesian Statistics. Simulation and Software 2025,Doctoral School of Engineering and Science at Aalborg University,10 November 2025 - 18 November 2025,5 ,https://phd.moodle.aau.dk/course/view.php?id=2507
Become a productive and joyful researcher,Graduate School of Health Sciences at Aarhus University,01 September 2025 - 02 September 2025,1.5 ,https://au.phd-courses.dk/CourseCatalog/ShowCourse/1563
Behavioral Consumer Theory (ECON. 6454),Aarhus BSS Graduate School at Aarhus University,27 January 2020 -,5 ,https://econ.au.dk/talent-development/phd-programme/phdcourses/semester-courses/
Behavioural testing in rodents: theres more than meets the eye,Graduate School of Health and Medical Sciences at University of Copenhagen,08 April 2025 - 09 April 2025,1.6 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112324&sitepath=SUND
Benchmarking and Productivity Analyses - with economic applications and hands-on activities,CBS PhD School,06 October 2025 - 10 October 2025,5 ,https://phdsupport.nemtilmeld.dk/138/
Big Data Asset Pricing (partially hybrid),CBS PhD School,09 January 2025 - 27 February 2025,5 ,https://phdsupport.nemtilmeld.dk/179/
Biogenic Volatile Organic Compounds (BVOCs) and Isotope Techniques: Advancing Ecosystem Research,PhD School at the Faculty of SCIENCE at University of Copenhagen,19 May 2025 - 23 May 2025,3 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112592&sitepath=NAT
Bioinformatics analysis of gene expression data from bulk RNAseq (BADGED bulk),Graduate School of Health and Medical Sciences at University of Copenhagen,24 February 2025 - 14 March 2025,5.5 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112574&sitepath=SUND
Biological Imaging - Basic Module,PhD School at the Faculty of SCIENCE at University of Copenhagen,23 April 2025 - 01 May 2025,5 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112473&sitepath=NAT
Biological IR and Raman Imaging,PhD School at the Faculty of SCIENCE at University of Copenhagen,02 June 2025 - 20 June 2025,2.5 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112016&sitepath=NAT
Biological Mass Spectrometry Imaging,PhD School at the Faculty of SCIENCE at University of Copenhagen,26 May 2025 - 11 June 2025,2.5 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112474&sitepath=NAT
Biological X-ray and Neutron Imaging,PhD School at the Faculty of SCIENCE at University of Copenhagen,26 May 2025 - 11 June 2025,2.5 ,https://phdcourses.ku.dk/detailkursus.aspx?id=112492&sitepath=NAT
Biophotonics,DTU Department of Health Technology,Not found,5 ,https://kurser.dtu.dk/course/22513
Biostatistics I (11/9 + 18/9 + 25/9 + 2/10 + 7/10 + Exam 8-22/10 2025),Graduate School of Health Sciences at University of Southern Denmark,11 September 2025 - 22 October 2025,5.1 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
Biostatistics I (20/2 + 27/2 + 6/3 + 13/3 + 18/3 + Exam 19-26/3 2025),Graduate School of Health Sciences at University of Southern Denmark,20 February 2025 - 26 March 2025,5.1 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
BIOSTATISTICS I (2025),Doctoral School of Engineering and Science at Aalborg University,04 March 2025 - 22 April 2025,3.5 ,https://phd.moodle.aau.dk/course/view.php?id=2500
Biostatistics II (23/10 + 30/10 + 6/11 + 13/11 + exam 10-11/12 2025),Graduate School of Health Sciences at University of Southern Denmark,23 October 2025 - 11 December 2025,6 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
Biostatistics II (27/3 + 3/4 + 10/4 + 24/4 + exam 12-13/6 2025),Graduate School of Health Sciences at University of Southern Denmark,27 March 2025 - 13 June 2025,6 ,https://www.sdu.dk/en/forskning/phd/phdskolensundhedsvidenskab/phd_courses/upcoming_courses
BIOSTATISTICS lI (2025),Doctoral School of Engineering and Science at Aalborg University,21 October 2025 - 02 December 2025,3.5 ,https://phd.moodle.aau.dk/course/view.php?id=2501
Biosynthesis of natural products,DTU Department of Systems Biology,Not found,2.5 ,https://kurser.dtu.dk/course/27832
Bounded Rationality and Market Interaction (ECON. 6448),Aarhus BSS Graduate School at Aarhus University,03 August 2020 -,5 ,https://econ.au.dk/talent-development/phd-programme/phdcourses/semester-courses/
Brandslukning,Graduate School of Health and Medical Sciences at University of Copenhagen,04 March 2021 -,0 ,https://phdcourses.ku.dk/detailkursus.aspx?id=98267&sitepath=internet
Building a personal notetaking system for joy. creativity and theory development in the PhD process,Doctoral School at Aarhus School of Architecture and Design school Kolding,05 June 2025 - 06 June 2025,1 ,https://www.designskolenkolding.dk/en/courses-and-continuing-education/courses/building-a-personal-notetaking-system-for-joy-creativity-and-theory-development-in-the-phd-process
